pkg1 file1 pkg2 file2 pairFreq clusterid expected
genomebrowser gbscale.h genomebrowser gbplotrenderer.h 1 3 true 
downloadmanager downloadprocessaction.h downloadmanager aria2rpcaction.h 1 2 true 
gacore garesource.h gacore gafeature.h 1 1 true 
genomebrowser/gbrender label.h genomebrowser/gbrender variantmaprenderer.h 1 3 true 
genomebrowser gbdata.h genomebrowser gbactionmanager.h 1 0 true 
gacore packeddata.h gacore gareaderresource.h 1 1 true 
gacore gasourceinfo.h gacore tsfreaderworker.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender coverhistogram.h 1 3 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender generenderer.h 1 3 true 
downloadmanager downloaditem.h downloadmanager aria2downloadprocess.h 1 2 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender cache.h 1 3 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender cache.h 1 3 true 
gacore garesource.h gacore idf2readerworker.h 1 0 true 
gacore asyncworker.h gacore garesource.h 1 0 true 
gacore tsffile.h gacore httpreaderworker.h 1 1 true 
gacore gasourceinfo.h gacore localreaderworker.h 1 0 true 
gacore asyncworker.h gacore gafeature.h 1 0 true 
gacore dsf3file.h gacore httpreaderworker.h 1 1 true 
gacore dsf3file.h gacore gareaderresource.h 1 1 true 
gacore dsf3file.h gacore tsfreaderworker.h 1 0 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender pileupdetail.h 1 3 true 
gacore gafieldreader.h gacore gafield.h 1 1 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender genericrenderer.h 1 3 true 
gacore tsfreaderworker.h gacore packeddataschema.h 1 0 true 
gbapp viewer.h gbapp standalonegb.h 1 9 true 
ghicore sqlitedatabase.h ghicore pvariant.h 1 1 true 
gacore garesource.h gacore httpreaderworker.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender cache.h 1 0 true 
gacore vcffile.h gacore gafeature.h 1 1 true 
3rdparty/tabix ksort.h 3rdparty/tabix bam_endian.h 1 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender label.h 1 0 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender pileupagg.h 1 0 true 
gacore gafeature.h gacore gafield.h 1 1 true 
downloadmanager downloadnode.h downloadmanager downloaditem.h 1 2 true 
3rdparty/tabix bgzf.h 3rdparty/tabix knetfile.h 1 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender rendererbase.h 1 0 true 
genomebrowser/gbrender intensityrenderer.h genomebrowser/gbrender valuerenderer.h 1 0 true 
gacore gafield.h gacore localreaderworker.h 1 0 true 
3rdparty/tabix bgzf.h 3rdparty/tabix khash.h 1 1 true 
gacore idffile.h gacore tsfreaderworker.h 1 0 true 
gacore vcffile.h gacore gaglobal.h 1 1 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender sequtil.h 1 0 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser/gbrender valuerenderer.h genomebrowser/gbrender cache.h 1 0 true 
3rdparty/tabix bedidx.h 3rdparty/tabix bgzf.h 1 1 true 
genomebrowser/gbrender cache.h genomebrowser/gbrender pileupdetail.h 1 3 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender cytobandrenderer.h 1 0 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender cache.h 1 0 true 
gacore gafeaturefilter.h gacore httpreaderworker.h 1 1 true 
3rdparty/tabix kseq.h 3rdparty/tabix knetfile.h 1 1 true 
gacore packeddata.h gacore idf2readerworker.h 1 0 true 
genomebrowser/gbrender util.h genomebrowser/gbrender config.h 1 0 true 
ghicore dsfdataset.h ghicore dataset.h 1 1 true 
gacore vcffile.h gacore bamfile.h 1 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender intensityrenderer.h 1 0 true 
gacore gafeature.h gacore packeddata.h 1 1 true 
gacore dsf3file.h gacore vcffile.h 1 1 true 
gacore vcffile.h gacore gafieldreader.h 1 1 true 
genomebrowser/gbrender sequtil.h genomebrowser/gbrender prerenderedscene.h 1 0 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender pileupagg.h 1 3 true 
genomebrowser/gbrender variantmaprenderer.h genomebrowser/gbrender pileuprenderer.h 1 3 true 
gacore garesource.h gacore gasourceregistry.h 1 1 true 
3rdparty/tabix bam_endian.h 3rdparty/tabix knetfile.h 1 1 true 
3rdparty/tabix ksort.h 3rdparty/tabix kstring.h 1 1 true 
gacore gafieldreader.h gacore gafeaturereaderworker.h 1 0 true 
gacore gafeaturefilter.h gacore gasourceregistry.h 1 1 true 
3rdparty/tabix bedidx.h 3rdparty/tabix bam_endian.h 1 1 true 
gacore idffile.h gacore gareaderresource.h 1 1 true 
gacore tsffile.h gacore gareaderresource.h 1 1 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender pileuprenderer.h 1 3 true 
gacore gasourceregistry.h gacore packeddataschema.h 1 1 true 
downloadmanager downloadnode.h downloadmanager downloadmanager.h 1 2 true 
genomebrowser/gbrender valuerenderer.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
gacore packeddata.h gacore tsftablereader.h 1 1 true 
3rdparty/tabix kstring.h 3rdparty/tabix bam_endian.h 1 1 true 
downloadmanager downloadprocessaction.h downloadmanager dm.h 1 2 true 
gacore gafieldreader.h gacore gafeaturereader.h 1 1 true 
ghicore util.h ghicore pvariant.h 1 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender scene.h 1 0 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender coverhistogram.h 1 0 true 
genomebrowser/gbrender genericrenderer.h genomebrowser/gbrender pileuprenderer.h 1 3 true 
gacore gafeature.h gacore idf2readerworker.h 1 0 true 
3rdparty/tabix ksort.h 3rdparty/tabix tabix.h 1 1 true 
genomebrowser/gbrender variantrenderer.h genomebrowser/gbrender cache.h 1 0 true 
gacore idffile.h gacore idf2readerworker.h 1 0 true 
gbapp project.h gbapp standalonegb.h 1 9 true 
genomebrowser/gbrender cache.h genomebrowser/gbrender sequtil.h 1 0 true 
gacore gafeaturefilter.h gacore tsftablereader.h 1 1 true 
gacore garesource.h gacore gaglobal.h 1 1 true 
gacore gafeaturefilter.h gacore packeddataschema.h 1 1 true 
gacore httpreaderworker.h gacore packeddataschema.h 1 1 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender valuerenderer.h 1 0 true 
gacore gafeature.h gacore gasourceregistry.h 1 1 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender cytobandrenderer.h 1 3 true 
genomebrowser/gbrender variantrenderer.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
downloadmanager downloadutil.h downloadmanager aria2downloadprocess.h 1 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender rendererbase.h 1 3 true 
downloadmanager downloadprocessaction.h downloadmanager aria2downloadprocess.h 1 2 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender cytobandrenderer.h 1 3 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender seqrenderer.h 1 0 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
gacore asyncworker.h gacore vcffile.h 1 0 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender genericrenderer.h 1 0 true 
genomebrowser/gbrender variantmaprenderer.h genomebrowser/gbrender cache.h 1 3 true 
gacore tsffile.h gacore gafeaturefilter.h 1 1 true 
gacore gafeature.h gacore packeddataschema.h 1 1 true 
genomebrowser/gbrender config.h genomebrowser/gbrender coverhistogram.h 1 3 true 
3rdparty/tabix tabix.h 3rdparty/tabix knetfile.h 1 1 true 
gacore dsf3file.h gacore gafeature.h 1 1 true 
ghicore sqlitedatabase.h ghicore dsfdataset.h 1 1 true 
3rdparty/tabix kseq.h 3rdparty/tabix bam_endian.h 1 1 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
downloadmanager aria2rpcaction.h downloadmanager dm.h 1 2 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender worker.h 1 1 true 
gacore gafeaturefilter.h gacore tsfreaderworker.h 1 0 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
ghicore pvariant.h ghicore dataset.h 1 1 true 
gacore garesource.h gacore precomputerunner.h 1 1 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender variantmaprenderer.h 1 0 true 
gacore tsffile.h gacore packeddata.h 1 1 true 
gacore bamreaderworker.h gacore gafeature.h 1 0 true 
gacore tsftablereader.h gacore packeddataschema.h 1 1 true 
gacore gafieldreader.h gacore gasourceinfo.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender prerenderedscene.h 1 0 true 
3rdparty/tabix tabix.h 3rdparty/tabix khash.h 1 1 true 
3rdparty/tabix bam_endian.h 3rdparty/tabix khash.h 1 1 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender pileupdetail.h 1 0 true 
genomebrowser/gbrender intensityrenderer.h genomebrowser/gbrender scene.h 1 3 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender worker.h 1 0 true 
gacore vcffile.h gacore packeddata.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
gacore garesource.h gacore bamfile.h 1 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender worker.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender prerenderedscene.h 1 3 true 
gacore idffile.h gacore garesource.h 1 1 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender cache.h 1 0 true 
downloadmanager dm.h downloadmanager aria2downloadprocess.h 1 2 true 
3rdparty/tabix tabix.h 3rdparty/tabix kseq.h 1 1 true 
gacore gasourceregistry.h gacore tsfreaderworker.h 1 0 true 
genomebrowser/gbrender cache.h genomebrowser/gbrender cytobandrenderer.h 1 3 true 
3rdparty/tabix ksort.h 3rdparty/tabix khash.h 1 1 true 
gacore gafeaturereaderworker.h gacore gasourceinfo.h 1 0 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender cache.h 1 3 true 
genomebrowser/gbrender util.h genomebrowser/gbrender variantrenderer.h 1 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender config.h 1 3 true 
genomebrowser/gbrender label.h genomebrowser/gbrender generenderer.h 1 3 true 
gacore gafeaturereaderworker.h gacore gafield.h 1 0 true 
downloadmanager downloadprocessaction.h downloadmanager downloadnode.h 1 2 true 
gacore tsffile.h gacore tsfreaderworker.h 1 0 true 
genomebrowser/gbrender intensityrenderer.h genomebrowser/gbrender rendererbase.h 1 3 true 
gacore packeddata.h gacore gafeaturereader.h 1 1 true 
gacore bamreaderworker.h gacore garesource.h 1 0 true 
gacore idffile.h gacore vcffile.h 1 1 true 
gacore vcfreaderworker.h gacore gafield.h 1 1 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender pileuprenderer.h 1 0 true 
gacore gafeature.h gacore precomputerunner.h 1 1 true 
gacore garesource.h gacore localreaderworker.h 1 0 true 
downloadmanager downloadnode.h downloadmanager dm.h 1 2 true 
3rdparty/tabix kseq.h 3rdparty/tabix khash.h 1 1 true 
3rdparty/tabix ksort.h 3rdparty/tabix kseq.h 1 1 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender variantrenderer.h 1 0 true 
genomebrowser gbpreferencesdialog.h genomebrowser gbactionmanager.h 1 2 true 
gacore packeddata.h gacore gaglobal.h 1 1 true 
3rdparty/tabix khash.h 3rdparty/tabix knetfile.h 1 1 true 
gacore gafeature.h gacore httpreaderworker.h 1 1 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender coveragerenderer.h 1 0 true 
3rdparty/tabix kstring.h 3rdparty/tabix khash.h 1 1 true 
3rdparty/tabix kstring.h 3rdparty/tabix knetfile.h 1 1 true 
3rdparty/tabix kseq.h 3rdparty/tabix kstring.h 1 1 true 
3rdparty/tabix kseq.h 3rdparty/tabix bgzf.h 1 1 true 
gacore vcffile.h gacore gasourceregistry.h 1 1 true 
genomebrowser/gbrender alignmentrenderparams.h genomebrowser/gbrender coveragerenderer.h 1 0 true 
gacore gafeaturefilter.h gacore idffile.h 1 1 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender sequtil.h 1 0 true 
