pkg1 file1 pkg2 file2 pairFreq clusterid expected
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender featuregenerator.h 3 0 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender pileupdetail.h 3 1 true 
genomebrowser gbplotmover.h genomebrowser gbplotzoomer.h 3 1 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender stackengine.h 3 1 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender variantrenderer.h 3 1 true 
genomebrowser/gbrender view.h genomebrowser/gbrender generenderer.h 3 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender generenderer.h 3 1 true 
gacore gafeaturereaderworker.h gacore bamreaderworker.h 2 1 true 
genomebrowser gbgrip.h genomebrowser gbplotgroup.h 2 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbplotrenderer.h 2 1 true 
genomebrowser gbmainwindow.h genomebrowser gbgrip.h 2 0 true 
genomebrowser gbrootstate.h genomebrowser gbplotsizer.h 2 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender config.h 2 0 true 
gacore gasourceinfo.h gacore idf2readerworker.h 2 0 true 
genomebrowser gbzoommanager.h genomebrowser gbcontrolset.h 2 1 true 
package package_svs_win.sh package package_svs_mac.sh 2 0 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbview.h 2 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender bamutil.h 2 1 true 
genomebrowser gbscale.h genomebrowser gbdata.h 2 0 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbmainwindow.h 2 0 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender util.h 2 1 true 
genomebrowser gbgrip.h genomebrowser gbtextedit.h 2 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender pileupdetail.h 2 1 true 
gacore bamreaderworker.h gacore gafeaturereader.h 2 1 true 
genomebrowser gbinputhandler.h genomebrowser gbplotrenderer.h 2 1 true 
pbat fammanager.h pbat analysis.h 2 0 true 
genomebrowser gbmainwindow.h genomebrowser gbcontroltree.h 2 0 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender layout.h 2 3 true 
genomebrowser gbrootstate.h genomebrowser gbnodecontrolset.h 2 1 true 
genomebrowser/gbrender request.h genomebrowser/gbrender chunk.h 2 0 true 
genomebrowser gbscale.h genomebrowser gbplotgroup.h 2 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender seqrenderer.h 2 0 true 
genomebrowser/gbrender request.h genomebrowser/gbrender cache.h 2 3 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender layout.h 2 0 true 
genomebrowser gbmainwindow.h genomebrowser gblandmarkview.h 2 0 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender variantrenderer.h 2 1 true 
genomebrowser/gbrender pileupdetail.h genomebrowser/gbrender cytobandrenderer.h 2 0 true 
genomebrowser gbrootstate.h genomebrowser gbcommonvalueaccessor.h 2 1 true 
genomebrowser gbview.h genomebrowser gbscalestate.h 2 0 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender cache.h 2 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender coveragerenderer.h 2 1 true 
genomebrowser gbplotselector.h genomebrowser gbplotzoomer.h 2 1 true 
genomebrowser gbcontroltree.h genomebrowser gbplotrenderer.h 2 1 true 
gacore gathreadmanager.h gacore gaproxyreader.h 2 1 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender rendererbase.h 2 1 true 
genomebrowser gblandmarkview.h genomebrowser gbstate.h 2 0 true 
genomebrowser gbplotzoomer.h genomebrowser gbplotview.h 2 1 true 
genomebrowser/gbrender view.h genomebrowser/gbrender scene.h 2 0 true 
gacore gafeaturereaderworker.h gacore asyncworker.h 2 1 true 
gacore gafeaturereaderworker.h gacore gasourceregistry.h 2 0 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender layout.h 2 0 true 
genomebrowser gbplotselector.h genomebrowser gbinputhandler.h 2 1 true 
genomebrowser gbplotsizer.h genomebrowser gbdatanodeiterator.h 2 1 true 
genomebrowser gbplotstate.h genomebrowser gbplotrenderer.h 2 1 true 
genomebrowser/gbrender variantrenderer.h genomebrowser/gbrender pileupdetail.h 2 1 true 
genomebrowser gbmainwindow.h genomebrowser gbplotmover.h 2 0 true 
gacore idf2readerworker.h gacore asyncworker.h 2 1 true 
genomebrowser gbmainwindow.h genomebrowser gbplotselector.h 2 0 true 
genomebrowser/gbrender util.h genomebrowser/gbrender coverhistogram.h 2 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbmainwindow.h 2 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender chunk.h 2 1 true 
genomebrowser gbtextedit.h genomebrowser gbmainwindow.h 2 0 true 
genomebrowser gbplotstate.h genomebrowser gbstate.h 2 1 true 
genomebrowser gbdata.h genomebrowser gbstate.h 2 1 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbplotrenderer.h 2 1 true 
genomebrowser gbrootstate.h genomebrowser gbcontroltree.h 2 1 true 
gacore gafeaturereader.h gacore gasourceregistry.h 2 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender cytobandrenderer.h 2 0 true 
genomebrowser gbzoommanager.h genomebrowser gbdata.h 2 1 true 
genomebrowser gbplot.h genomebrowser gbcontrolset.h 2 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender cache.h 2 0 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbplotview.h 2 1 true 
genomebrowser gbzoommanager.h genomebrowser gbplotrenderer.h 2 1 true 
genomebrowser gbplotstate.h genomebrowser gbgrip.h 2 1 true 
genomebrowser/gbrender seqgenerator.h genomebrowser/gbrender featuregenerator.h 2 1 true 
genomebrowser gbinputhandler.h genomebrowser gbgrip.h 2 1 true 
genomebrowser gbplotgroup.h genomebrowser gbcontrolset.h 2 1 true 
genomebrowser gbcontroltree.h genomebrowser gbplotmover.h 2 1 true 
genomebrowser gbplotgroup.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender pileuprenderer.h 2 1 true 
genomebrowser/gbrender label.h genomebrowser/gbrender pileupdetail.h 2 1 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender layout.h 2 0 true 
genomebrowser gbrootstate.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser/gbrender label.h genomebrowser/gbrender pileuprenderer.h 2 1 true 
genomebrowser gbplotgroup.h genomebrowser gbscalestate.h 2 0 true 
gacore gaproxydispatch.h gacore gathreadmanager.h 2 1 true 
genomebrowser gbtextedit.h genomebrowser gbplotgroup.h 2 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbplotview.h 2 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbzoommanager.h 2 1 true 
genomebrowser gbplotview.h genomebrowser gbgrip.h 2 1 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender request.h 2 0 true 
genomebrowser gbplotstate.h genomebrowser gbcontrolset.h 2 1 true 
genomebrowser/gbrender label.h genomebrowser/gbrender cytobandrenderer.h 2 0 true 
genomebrowser gbplotsizer.h genomebrowser gbtextedit.h 2 1 true 
genomebrowser gbstate.h genomebrowser gbplotrenderer.h 2 1 true 
genomebrowser gbscale.h genomebrowser gbplotview.h 2 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender pileuprenderer.h 2 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender stackengine.h 2 1 true 
genomebrowser gbplotmover.h genomebrowser gbdata.h 2 1 true 
genomebrowser/gbrender view.h genomebrowser/gbrender worker.h 2 1 true 
genomebrowser/gbrender util.h genomebrowser/gbrender stackengine.h 2 1 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender variantrenderer.h 2 1 true 
gacore gasourceinfo.h gacore gafeaturereader.h 2 0 true 
genomebrowser/gbrender stackengine.h genomebrowser/gbrender coveragerenderer.h 2 1 true 
genomebrowser gbplotsizer.h genomebrowser gbplotselector.h 2 1 true 
genomebrowser gbrootstate.h genomebrowser gbtextedit.h 2 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender seqgenerator.h 2 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender coveragerenderer.h 2 1 true 
gacore dispatch.h gacore request.h 2 1 true 
genomebrowser gblandmarknavigator.h genomebrowser gbdata.h 2 1 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender featuregenerator.h 2 1 true 
genomebrowser gbtextedit.h genomebrowser gbplotview.h 2 1 true 
gacore gasourceinfo.h gacore packeddataschema.h 2 3 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender dispatch.h 2 0 true 
genomebrowser gbplotsizer.h genomebrowser gbcommonvalueaccessor.h 2 1 true 
genomebrowser/gbrender dispatch.h genomebrowser/gbrender cache.h 2 3 true 
genomebrowser gbzoommanager.h genomebrowser gbview.h 2 1 true 
genomebrowser gbtextedit.h genomebrowser gbview.h 2 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbplotview.h 2 1 true 
genomebrowser/gbrender label.h genomebrowser/gbrender worker.h 2 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender tree.h 2 0 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender pileupdetail.h 2 1 true 
genomebrowser gblandmarkview.h genomebrowser gbplotmover.h 2 0 true 
genomebrowser gbcontrolset.h genomebrowser gbnodecontrolset.h 2 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender bamutil.h 2 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender config.h 2 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender coverhistogram.h 2 1 true 
genomebrowser gbrootstate.h genomebrowser gbdatanodeiterator.h 2 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender sequtil.h 2 0 true 
genomebrowser gbplotsizer.h genomebrowser gbplotrenderer.h 2 1 true 
gacore bamreaderworker.h gacore idf2readerworker.h 2 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender coverhistogram.h 2 1 true 
genomebrowser gblandmarkview.h genomebrowser gbplotstate.h 2 0 true 
genomebrowser gbview.h genomebrowser gbcontroltree.h 2 1 true 
genomebrowser gbplotview.h genomebrowser gbcontrolset.h 2 1 true 
genomebrowser gbstate.h genomebrowser gbmainwindow.h 2 0 true 
genomebrowser gbrootstate.h genomebrowser gbgrip.h 2 1 true 
genomebrowser gbview.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser gbscale.h genomebrowser gbplotrenderer.h 2 0 true 
genomebrowser gbplotview.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbplot.h 2 1 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender layout.h 2 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender util.h 2 0 true 
genomebrowser gbscalestate.h genomebrowser gbplotview.h 2 0 true 
gacore gafeaturecache.h gacore bambincache.h 2 0 true 
genomebrowser gbdata.h genomebrowser gbscalestate.h 2 0 true 
genomebrowser gbscalestate.h genomebrowser gbplotrenderer.h 2 0 true 
genomebrowser/gbrender label.h genomebrowser/gbrender generenderer.h 2 1 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender coverhistogram.h 2 1 true 
genomebrowser/gbrender sequtil.h genomebrowser/gbrender cytobandrenderer.h 2 3 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender cytobandrenderer.h 2 0 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender layout.h 2 0 true 
genomebrowser gbtextedit.h genomebrowser gbplotrenderer.h 2 1 true 
gacore gafeaturereader.h gacore bamfile.h 2 1 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbgrip.h 2 1 true 
genomebrowser gbscale.h genomebrowser gbview.h 2 0 true 
genomebrowser gbgrip.h genomebrowser gbcommonvalueaccessor.h 2 1 true 
genomebrowser gbstate.h genomebrowser gbplotview.h 2 1 true 
gacore bamreaderworker.h gacore gaproxydispatch.h 2 1 true 
genomebrowser gbcontroltree.h genomebrowser gbcontrolset.h 2 1 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbview.h 2 1 true 
genomebrowser gbplot.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser gbplotstate.h genomebrowser gbzoomaxis.h 2 1 true 
genomebrowser gbplotstate.h genomebrowser gbplotsizer.h 2 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbnodecontrolset.h 2 1 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender dispatch.h 2 0 true 
genomebrowser gbplotrenderer.h genomebrowser gblandmarknavigator.h 2 1 true 
genomebrowser gbgrip.h genomebrowser gbview.h 2 1 true 
genomebrowser gbrootstate.h genomebrowser gbzoomaxis.h 2 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender cytobandrenderer.h 2 0 true 
genomebrowser gbplotstate.h genomebrowser gbdata.h 2 1 true 
genomebrowser gbplotgroup.h genomebrowser gbstate.h 2 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbcontroltree.h 1 1 true 
svs genotypestatswindow.h svs apighi.h 1 8 true 
genomebrowser gbscale.h genomebrowser gbmainwindow.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender config.h 1 1 true 
genomebrowser gbinputhandler.h genomebrowser gbcontrolset.h 1 1 true 
genomebrowser/gbrender request.h genomebrowser/gbrender layout.h 1 3 true 
svs datarepodownload.h svs apidatasetbuilder.h 1 9 true 
genomebrowser gbplotmover.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender cache.h 1 0 true 
goldenupdate serverconnection.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender optionsbundle.h 1 3 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender bamutil.h 1 1 true 
genomebrowser gbplotstate.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser gblandmarknavigator.h genomebrowser gbcontroltree.h 1 1 true 
svs datarepoutil.h svs appversion.h 1 10 true 
svs datarepoutil.h svs navigatorwindow.h 1 10 true 
goldenupdate common.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser/gbrender rmath.h genomebrowser/gbrender bamutil.h 1 1 true 
gacore gaproxydispatch.h gacore request.h 1 1 true 
genomebrowser gbselectionmanager.h genomebrowser gbplot.h 1 0 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender scene.h 1 0 true 
genomebrowser gbzoomaxis.h genomebrowser gbplotview.h 1 1 true 
genomebrowser gbplotzoomer.h genomebrowser gbplot.h 1 1 true 
svs gmainwindow.h svs apispreadsheet.h 1 7 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbcontrolset.h 1 1 true 
goldenupdate serverconnection.h goldenupdate updatewizard.h 1 6 true 
genomebrowser gbcontroltree.h genomebrowser gbplotselector.h 1 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender pileupdetail.h 1 1 true 
genomebrowser gbscalestate.h genomebrowser gbeditormanager.h 1 8 true 
genomebrowser gbview.h genomebrowser gbcontrolset.h 1 1 true 
genomebrowser gbscale.h genomebrowser gbcontrolpanel.h 1 8 true 
genomebrowser/gbrender request.h genomebrowser/gbrender tree.h 1 0 true 
goldenupdate decrypt.h goldenupdate serverconnection.h 1 6 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender sequtil.h 1 0 true 
svs datarepoutil.h svs datarepodownload.h 1 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender rendererbase.h 1 1 true 
genomebrowser gblandmarkview.h genomebrowser gbplotrenderer.h 1 0 true 
svs apputil.h svs appversion.h 1 10 true 
genomebrowser gbstate.h genomebrowser gbcontroltree.h 1 1 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender optionsbundle.h 1 0 true 
svs appversion.h svs apidatasetbuilder.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbplotzoomer.h 1 1 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender histogram.h 1 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender request.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender request.h 1 3 true 
genomebrowser gbeditormanager.h genomebrowser gbview.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbcontroltree.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender optionsbundle.h 1 3 true 
gacore asyncworker.h gacore gaproxydispatch.h 1 1 true 
genomebrowser gbselectionmanager.h genomebrowser gbcontrolset.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbplotstate.h 1 0 true 
genomebrowser/gbrender rmath.h genomebrowser/gbrender coveragerenderer.h 1 1 true 
genomebrowser gbplotgroupstate.h genomebrowser gbselectionmanager.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gblandmarkview.h 1 7 true 
genomebrowser gbscalestate.h genomebrowser gbcontrolpanel.h 1 8 true 
goldenupdate common.h goldenupdate ipc.h 1 10 true 
genomebrowser/gbrender util.h genomebrowser/gbrender rmath.h 1 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbdata.h 1 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbscale.h 1 0 true 
gacore bambincache.h gacore bamfile.h 1 0 true 
genomebrowser gbview.h genomebrowser gbcontrolpanel.h 1 0 true 
svs genomemapwindow.h svs datarepodownload.h 1 9 true 
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender coveragerenderer.h 1 1 true 
goldenupdate launchdialog.h goldenupdate updatewizard.h 1 6 true 
goldenupdate updatemanager.h goldenupdate updatewizard.h 1 0 true 
svs datarepodownload.h svs license.h 1 9 true 
genomebrowser gbrootstate.h genomebrowser gblandmarkview.h 1 0 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender pileupagg.h 1 1 true 
gacore gaproxydispatch.h gacore packeddataschema.h 1 0 true 
genomebrowser gbrootstate.h genomebrowser gbscale.h 1 0 true 
goldenupdate updatemanager.h goldenupdate launchdialog.h 1 0 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbplotstate.h 1 1 true 
gacore bamreaderworker.h gacore asyncworker.h 1 1 true 
genomebrowser gbstate.h genomebrowser gbcontrolset.h 1 1 true 
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender pileuprenderer.h 1 1 true 
genomebrowser gbselectionmanager.h genomebrowser gbzoommanager.h 1 0 true 
genomebrowser gbdata.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser/gbrender pileupagg.h genomebrowser/gbrender sequtil.h 1 0 true 
gacore gasourceinfo.h gacore bamfile.h 1 0 true 
genomebrowser gbcontrolpanel.h genomebrowser gbplotrenderer.h 1 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender rmath.h 1 1 true 
genomebrowser gbplotgroupstate.h genomebrowser gbplot.h 1 0 true 
genomebrowser gbeditormanager.h genomebrowser gbplotgroup.h 1 0 true 
genomebrowser gbnodecontrolset.h genomebrowser gbplotstate.h 1 1 true 
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender pileupscenes.h 1 1 true 
genomebrowser gbcontrolpanel.h genomebrowser gbcontroltree.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbcontroltree.h 1 0 true 
goldenupdate common.h goldenupdate updatewizard.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender layout.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbinputhandler.h 1 1 true 
genomebrowser gbinputhandler.h genomebrowser gbnodecontrolset.h 1 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbplotgroup.h 1 1 true 
svs datarepoutil.h svs license.h 1 0 true 
genomebrowser gbinputhandler.h genomebrowser gbcontroltree.h 1 1 true 
genomebrowser gbplotstate.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser gblandmarkview.h genomebrowser gbzoommanager.h 1 0 true 
genomebrowser gbscalestate.h genomebrowser gbcontrolset.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbzoommanager.h 1 0 true 
svs appversion.h svs navigatorwindow.h 1 10 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender request.h 1 0 true 
gacore gasourceinfo.h gacore precomputerunner.h 1 3 true 
genomebrowser gbscalestate.h genomebrowser gbnodecontrolset.h 1 0 true 
svs datarepoutil.h svs apputil.h 1 10 true 
gacore gasourceregistry.h gacore asyncworker.h 1 0 true 
goldenupdate common.h goldenupdate serverconnection.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbzoommanager.h 1 0 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser/gbrender cache.h genomebrowser/gbrender coroutine.h 1 3 true 
genomebrowser gbscale.h genomebrowser gbdatanodeiterator.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender generenderer.h 1 1 true 
genomebrowser gbplotgroupstate.h genomebrowser gbplotrenderer.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender worker.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender stackengine.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender generenderer.h 1 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbnodecontrolset.h 1 1 true 
genomebrowser gbzoommanager.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbview.h 1 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender coverhistogram.h 1 1 true 
genomebrowser gblandmarkview.h genomebrowser gbview.h 1 0 true 
goldenupdate common.h goldenupdate launchdialog.h 1 0 true 
genomebrowser/gbrender layout.h genomebrowser/gbrender seqgenerator.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbcontrolset.h 1 0 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbzoomaxis.h 1 1 true 
svs appversion.h svs plotcontrolpanel.h 1 10 true 
genomebrowser gbscalestate.h genomebrowser gbtextedit.h 1 0 true 
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gbplotselector.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser/gbrender variantrenderer.h genomebrowser/gbrender rendererbase.h 1 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbplot.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender pileupscenes.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser gbtextedit.h genomebrowser gbeditormanager.h 1 0 true 
genomebrowser/gbrender config.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender rendererbase.h 1 1 true 
genomebrowser gbzoomaxis.h genomebrowser gbinputhandler.h 1 1 true 
genomebrowser gbeditormanager.h genomebrowser gbdata.h 1 0 true 
genomebrowser/gbrender view.h genomebrowser/gbrender pileuprenderer.h 1 1 true 
genomebrowser gblandmarkview.h genomebrowser gbscale.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbplotselector.h 1 1 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gbscalestate.h genomebrowser gbdatanodeiterator.h 1 0 true 
svs genotypestatswindow.h svs gmainwindow.h 1 0 true 
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender layout.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbplotview.h 1 1 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gbeditormanager.h genomebrowser gbplot.h 1 0 true 
genomebrowser/gbrender util.h genomebrowser/gbrender request.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender dispatch.h 1 3 true 
svs datarepoutil.h svs apidatasetbuilder.h 1 0 true 
genomebrowser gblandmarkview.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser/gbrender rmath.h genomebrowser/gbrender config.h 1 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbcontroltree.h 1 1 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender pileupscenes.h 1 1 true 
goldenupdate updatemanager.h goldenupdate common.h 1 0 true 
genomebrowser gbscalestate.h genomebrowser gbcontroltree.h 1 0 true 
genomebrowser gbplotstate.h genomebrowser gbcommonvalueaccessor.h 1 1 true 
svs navigatorwindow.h svs apidatasetbuilder.h 1 0 true 
svs datarepodownload.h svs navigatorwindow.h 1 0 true 
svs genomemapwindow.h svs apidatasetbuilder.h 1 9 true 
goldenupdate decrypt.h goldenupdate ipc.h 1 0 true 
genomebrowser gbplot.h genomebrowser gbcontrolpanel.h 1 0 true 
gacore gaproxydispatch.h gacore dispatch.h 1 1 true 
genomebrowser gbplotzoomer.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbdata.h 1 1 true 
genomebrowser gbplotgroupstate.h genomebrowser gbcontrolpanel.h 1 0 true 
gacore dispatch.h gacore gaproxyreader.h 1 1 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender rendererbase.h 1 1 true 
gacore gafeaturereaderworker.h gacore bamfile.h 1 1 true 
gacore gaproxyreader.h gacore request.h 1 1 true 
genomebrowser/gbrender request.h genomebrowser/gbrender seqgenerator.h 1 0 true 
svs genomemapwindow.h svs plotcontrolpanel.h 1 0 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender featuregenerator.h 1 1 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender worker.h 1 1 true 
svs genomemapwindow.h svs datarepoutil.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbdata.h 1 0 true 
genomebrowser/gbrender dispatch.h genomebrowser/gbrender layout.h 1 3 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender config.h 1 1 true 
svs genomemapwindow.h svs navigatorwindow.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender seqrenderer.h 1 0 true 
gacore idffile.h gacore gasourceregistry.h 1 0 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbeditormanager.h 1 0 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbnodecontrolset.h 1 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbscale.h 1 0 true 
genomebrowser gbcontrolpanel.h genomebrowser gbplotview.h 1 0 true 
genomebrowser/gbrender util.h genomebrowser/gbrender coroutine.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender dispatch.h 1 0 true 
genomebrowser gbnodecontrolset.h genomebrowser gbview.h 1 1 true 
goldenupdate decrypt.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser gbscalestate.h genomebrowser gbcommonvalueaccessor.h 1 0 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbeditormanager.h 1 0 true 
svs license.h svs appversion.h 1 0 true 
goldenupdate decrypt.h goldenupdate updatewizard.h 1 6 true 
genomebrowser/gbrender util.h genomebrowser/gbrender sequtil.h 1 0 true 
genomebrowser gbzoomaxis.h genomebrowser gbcontrolset.h 1 1 true 
goldenupdate decrypt.h goldenupdate updatemanager.h 1 0 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender dispatch.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbplotview.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbplotrenderer.h 1 0 true 
svs apputil.h svs navigatorwindow.h 1 10 true 
genomebrowser gbplotgroupstate.h genomebrowser gbcontrolset.h 1 0 true 
